"SubjectID","dSet","Subjects","Session","Hemisphere","Atlas","Finess","Region","AvgCortThickness","PialArea","SmoothPialArea","WhiteArea","GaussianCurvature","ConvexHullArea","PialFullArea","WhiteFullArea","SmoothPialFullArea","ConvexHullFullArea","PialVol","WhiteVol","GreymatterVol","PialFullVol","WhiteFullVol","GreymatterFullVol","SmoothPialFullVol","subject","At.log","Ae.log","T.log","K","I","S"
"sub-270","IDEAS","sub-270","ses-01","left","hemisphere","hemisphere","hemisphere",2.84801851,93518.71505,34597.05595,72208.23429,NA,36805.9594,98011.47437,76520.47147,36600.13314,38809.03658,NA,NA,292339.5109,963923.0004,671583.4894,292339.5109,541250.3287,"sub-270",4.97089853097534,4.5390391439064,0.454542807564797,-0.47562899512526,10.4190232900113,8.81518452035122
"sub-273","IDEAS","sub-273","ses-01","right","hemisphere","hemisphere","hemisphere",2.659973194,101720.6187,36055.59726,78449.37135,NA,37888.75404,106320.8411,82846.52139,38116.63572,39949.7925,NA,NA,321972.8798,1102760.718,780787.838,321972.8798,566136.8653,"sub-273",5.00740899304102,4.55697269403295,0.424877260030863,-0.476368244484743,10.4141362071357,9.01689533994735
"sub-273","IDEAS","sub-273","ses-01","left","hemisphere","hemisphere","hemisphere",2.700076554,99112.20402,35500.92709,76153.56143,NA,37380.3193,103720.493,80507.01272,37577.65445,39457.04666,NA,NA,316361.092,1042982.672,726621.5802,316361.092,544640.3213,"sub-273",4.99612713392239,4.55023969459915,0.431376077680634,-0.475984445486232,10.4091189838828,8.96567812227009
"sub-282","IDEAS","sub-282","ses-01","left","hemisphere","hemisphere","hemisphere",2.662994757,110040.5572,40841.33141,91751.50924,NA,43304.96366,115552.8484,97095.57223,43383.4054,45847.03765,NA,NA,282940.8846,1157374.207,874433.3221,282940.8846,642996.2345,"sub-282",5.04155278081136,4.61109989146069,0.425370311385163,-0.509636927821916,10.5033932950424,9.10648768857933
"sub-282","IDEAS","sub-282","ses-01","right","hemisphere","hemisphere","hemisphere",2.643451799,112238.5517,40667.42583,92595.96491,NA,42197.49645,117817.768,97986.29221,43163.9555,44694.02612,NA,NA,305997.3424,1169530.699,863533.3563,305997.3424,647356.854,"sub-282",5.05014205402212,4.60924668326744,0.422171395838474,-0.500330602142948,10.5037315289665,9.13237681221063
"sub-029","IDEAS","sub-029","ses-01","right","hemisphere","hemisphere","hemisphere",2.511798103,92183.31404,36212.58372,76415.47081,NA,38416.39784,97476.07463,81577.3127,38687.36533,40891.17945,NA,NA,232613.0397,955321.821,722708.7813,232613.0397,552504.9863,"sub-029",4.96465231719068,4.55885951225992,0.399984728107808,-0.533929709080315,10.3234812856662,9.06619183349584
"sub-029","IDEAS","sub-029","ses-01","left","hemisphere","hemisphere","hemisphere",2.561232208,90525.91183,35660.10112,75864.66755,NA,37710.60854,95787.98617,81020.18993,38175.94528,40226.4527,NA,NA,223288.4782,934651.1904,711362.7122,223288.4782,547282.0726,"sub-029",4.95677290797944,4.55218257035352,0.408448954525206,-0.529230827699851,10.3258533873834,9.01127599437088
"sub-290","IDEAS","sub-290","ses-01","right","hemisphere","hemisphere","hemisphere",2.610752185,97935.47981,38090.10482,79962.26866,NA,39591.64012,103524.9015,85354.92299,40673.69314,42175.22844,NA,NA,254845.9119,1007047.463,752201.5509,254845.9119,612119.9152,"sub-290",4.99094005538083,4.58081216779576,0.416765650147422,-0.52669232929016,10.4052835234714,9.04657378325466
"sub-290","IDEAS","sub-290","ses-01","left","hemisphere","hemisphere","hemisphere",2.596084701,98974.75348,39888.16333,81940.29087,NA,42094.24316,104275.7215,87076.90656,42466.7881,44672.86793,NA,NA,251264.2257,1065452.102,814187.8763,251264.2257,655877.98,"sub-290",4.99552442871261,4.60084403946828,0.414318857842053,-0.548371191701709,10.425006183865,9.07948481238088
"sub-300","IDEAS","sub-300","ses-01","right","hemisphere","hemisphere","hemisphere",2.498359419,110301.1611,42568.39575,93518.43136,NA,44803.71077,116131.5245,99176.86245,45469.8066,47705.12162,NA,NA,264047.9673,1140005.504,875957.5369,264047.9673,694234.4779,"sub-300",5.0425800841235,4.62908728348579,0.397654917008444,-0.544951561729511,10.4669772016262,9.24623846226159
"sub-300","IDEAS","sub-300","ses-01","left","hemisphere","hemisphere","hemisphere",2.525648104,113134.3502,44518.02296,95743.80447,NA,46835.16419,119311.3571,101709.6188,47318.20588,49635.34711,NA,NA,280059.2821,1242139.052,962079.7702,280059.2821,742899.4375,"sub-300",5.05359448677641,4.64853586912566,0.402372840622681,-0.555888929319323,10.5068760371474,9.25611584920679
"sub-303","IDEAS","sub-303","ses-01","right","hemisphere","hemisphere","hemisphere",2.529871739,96872.80972,37948.44044,79469.13141,NA,39660.00895,102317.1383,84729.95763,40447.90394,42159.47245,NA,NA,257347.9652,1001576.974,744229.0091,257347.9652,580404.8265,"sub-303",4.98620189629092,4.57919393247868,0.403098503604058,-0.536241267505396,10.3715928359777,9.09975502757713
"sub-303","IDEAS","sub-303","ses-01","left","hemisphere","hemisphere","hemisphere",2.543892384,97740.60256,38214.23148,80627.63256,NA,39974.25131,103737.5522,86436.35551,40840.597,42600.61683,NA,NA,253867.4609,1001524.422,747656.961,253867.4609,586262.9471,"sub-303",4.99007501207783,4.58222512998533,0.405498735111783,-0.534957032847939,10.3832976122867,9.09703705760272
"sub-305","IDEAS","sub-305","ses-01","right","hemisphere","hemisphere","hemisphere",2.41796414,89356.46499,34810.10066,73449.58576,NA,36229.48848,94594.24096,78588.82312,37131.31225,38550.70007,NA,NA,222082.7836,883243.7365,661160.9529,222082.7836,536917.5739,"sub-305",4.951125979426,4.54170527913087,0.383449855699441,-0.534280691637862,10.2597309699557,9.10744357783966
"sub-305","IDEAS","sub-305","ses-01","left","hemisphere","hemisphere","hemisphere",2.425382873,87790.69074,34749.79452,72637.60819,NA,36385.8039,93143.42634,77825.9719,37122.00772,38758.0171,NA,NA,215206.5977,903202.4307,687995.833,215206.5977,549036.8049,"sub-305",4.94344846608153,4.54095224089465,0.384780306445894,-0.540351681813835,10.253961319868,9.08937550078677
"sub-031","IDEAS","sub-031","ses-01","right","hemisphere","hemisphere","hemisphere",2.471054513,97811.47634,37015.63347,79847.21855,NA,38460.64776,102837.0432,84735.63827,39255.86785,40700.88214,NA,NA,241628.1326,927976.4384,686348.3058,241628.1326,568922.3973,"sub-031",4.99038981407929,4.56838518611512,0.392882326314241,-0.523650505407494,10.3445396528229,9.14390314229119
"sub-031","IDEAS","sub-031","ses-01","left","hemisphere","hemisphere","hemisphere",2.470976133,99822.96534,38909.60844,83753.57792,NA,40779.5859,105075.1913,88876.61719,41095.1833,42965.16077,NA,NA,241367.1473,1026029.079,784661.932,241367.1473,619616.3697,"sub-031",4.99923046686922,4.59005686037961,0.39286855059979,-0.541906333305399,10.3750244284484,9.17347986788949
"sub-311","IDEAS","sub-311","ses-01","right","hemisphere","hemisphere","hemisphere",2.733761979,97794.38531,36895.81988,79284.07074,NA,38957.52147,103183.2299,84543.62081,39393.21995,41454.92155,NA,NA,267906.178,974744.9615,706838.7835,267906.178,565913.8761,"sub-311",4.9903139212612,4.5669771654576,0.436760699073476,-0.500027186024059,10.4308124848657,8.94528061015435
"sub-311","IDEAS","sub-311","ses-01","left","hemisphere","hemisphere","hemisphere",2.78296343,96563.12921,35848.48591,77594.69812,NA,37409.68118,102045.8235,82971.18134,38368.13972,39929.33499,NA,NA,274258.7199,991314.3508,717055.6309,274258.7199,557303.6237,"sub-311",4.98481133099791,4.55447081761001,0.444507499451702,-0.48602344128875,10.4282971475113,8.8927863621717
"sub-314","IDEAS","sub-314","ses-01","left","hemisphere","hemisphere","hemisphere",2.738117884,105535.5626,39813.52497,86113.29325,NA,41918.28208,110584.5125,91044.61426,42606.29214,44711.04926,NA,NA,300161.7423,1177887.368,877725.6258,300161.7423,655047.7707,"sub-314",5.02339882966631,4.60003063041626,0.437452141850788,-0.507913387428623,10.4983337437841,9.01658657898311
"sub-314","IDEAS","sub-314","ses-01","right","hemisphere","hemisphere","hemisphere",2.664971401,107950.1619,39385.87558,88312.75783,NA,41166.28773,113412.0944,93632.90986,42287.86598,44068.27813,NA,NA,307347.2102,1231005.278,923658.0681,307347.2102,661867.2271,"sub-314",5.03322329801091,4.59534050463168,0.425692552779277,-0.498106056389058,10.4799489082011,9.08072383798337
"sub-317","IDEAS","sub-317","ses-01","right","hemisphere","hemisphere","hemisphere",2.478740573,91007.91734,35196.2937,75864.48984,NA,37123.89888,95656.02632,80335.41103,37577.38126,39504.98644,NA,NA,222403.5512,890746.4182,668342.8671,222403.5512,542181.5931,"sub-317",4.95907917592002,4.54649693306946,0.394231075533332,-0.526926452650139,10.2940382600562,9.07445162378214
"sub-317","IDEAS","sub-317","ses-01","left","hemisphere","hemisphere","hemisphere",2.500972319,91823.21544,35106.66073,76638.46991,NA,36852.81981,96909.09259,81561.67516,37543.20219,39289.36127,NA,NA,232852.647,940334.628,707481.981,232852.647,554803.3843,"sub-317",4.96295249670051,4.54538952227356,0.398108884944384,-0.519729963669251,10.3045597888628,9.06198090450622
"sub-324","IDEAS","sub-324","ses-01","right","hemisphere","hemisphere","hemisphere",2.535713062,102944.8929,39311.73891,83957.01875,NA,40860.73326,108333.0721,89136.82469,41812.35774,43361.35208,NA,NA,266058.5599,1049382.617,783324.0568,266058.5599,620047.6292,"sub-324",5.01260480612292,4.59452225476678,0.404100107789959,-0.528497958440581,10.4153272764696,9.14634841520466
"sub-324","IDEAS","sub-324","ses-01","left","hemisphere","hemisphere","hemisphere",2.569231666,103445.0898,39527.01658,84658.30538,NA,41553.16833,109505.1941,90523.09343,42114.70127,44140.85302,NA,NA,270023.7213,1100903.266,830879.545,270023.7213,638234.4875,"sub-324",5.0147098809527,4.5968940359028,0.409803266091679,-0.526506030879971,10.4312104490389,9.12562065094359
"sub-325","IDEAS","sub-325","ses-01","left","hemisphere","hemisphere","hemisphere",2.540345599,107083.7452,36731.76831,83552.27826,NA,38742.22262,111716.6875,87899.8281,38757.62137,40768.07568,NA,NA,330211.5228,1213158.82,882947.2977,330211.5228,599206.5946,"sub-325",5.02972355201107,4.56504183628947,0.404892803835939,-0.474132341432802,10.4045509959724,9.14634908797198
"sub-325","IDEAS","sub-325","ses-01","right","hemisphere","hemisphere","hemisphere",2.480412342,106873.6642,36253.38548,82829.98891,NA,37942.51897,111361.1075,87080.93004,38345.06069,40034.19419,NA,NA,332062.6482,1188740.006,856677.3573,332062.6482,578029.1958,"sub-325",5.02887069958002,4.559348568883,0.394523883636516,-0.473053069705467,10.3772670357361,9.18745999966796
"sub-327","IDEAS","sub-327","ses-01","left","hemisphere","hemisphere","hemisphere",2.545565004,88843.5424,35534.74717,72565.38601,NA,37627.53819,94073.92463,77654.11203,38115.40166,40208.19268,NA,NA,240500.4,930155.1404,689654.7404,240500.4,553254.4173,"sub-327",4.94862586655925,4.55065322978085,0.405784191735975,-0.536798574798824,10.3108474798121,9.00989985936263
"sub-327","IDEAS","sub-327","ses-01","right","hemisphere","hemisphere","hemisphere",2.531181203,87242.72105,34914.70089,71443.7276,NA,36939.5444,92142.93782,76173.63999,37448.78394,39473.62746,NA,NA,223368.2597,808871.0935,585502.8338,223368.2597,508127.3731,"sub-327",4.94072920251156,4.54300832584492,0.403323236681802,-0.536369586453689,10.2903840017201,9.00339548308291
"sub-033","IDEAS","sub-033","ses-01","left","hemisphere","hemisphere","hemisphere",2.438157616,103501.7354,39752.81465,86842.21624,NA,41473.75631,109055.9399,92287.56179,42409.67697,44130.61863,NA,NA,246326.6069,1058827.225,812500.6178,246326.6069,607832.5186,"sub-033",5.01494763161251,4.59936788377708,0.387061777388377,-0.54073133441466,10.3884390701663,9.23016936200388
"sub-033","IDEAS","sub-033","ses-01","right","hemisphere","hemisphere","hemisphere",2.493352575,108092.0322,41182.74636,89317.40727,NA,43017.93302,113677.4745,94718.88403,43673.81103,45508.99769,NA,NA,280363.6726,1177479.349,897115.6768,280363.6726,665696.7227,"sub-033",5.03379368193567,4.61471530510918,0.396783694689215,-0.536208602106194,10.4420763764233,9.22620037563392
"sub-332","IDEAS","sub-332","ses-01","right","hemisphere","hemisphere","hemisphere",2.517047274,78662.74581,30997.11942,64138.56703,NA,33141.61045,82798.12322,68089.7033,32989.95514,35134.44617,NA,NA,199455.4798,736985.364,537529.8842,199455.4798,444197.2326,"sub-332",4.89576910186674,4.49132133647537,0.400891372339994,-0.517936882557477,10.1888731830221,8.90813347962667
"sub-332","IDEAS","sub-332","ses-01","left","hemisphere","hemisphere","hemisphere",2.553165457,80232.93552,31266.85632,65359.34954,NA,33098.86317,84857.04341,69833.00354,33340.20303,35172.20989,NA,NA,203157.5964,709232.2793,506074.6829,203157.5964,435939.1235,"sub-332",4.90435268222886,4.49508421793914,0.407078960019176,-0.510963110185476,10.2135948202063,8.89598686671134
"sub-334","IDEAS","sub-334","ses-01","left","hemisphere","hemisphere","hemisphere",2.703589881,106084.6101,41482.69351,84720.99859,NA,43274.14891,112224.1425,90655.62703,44800.04932,46591.50473,NA,NA,296310.9691,1102787.543,806476.5736,296310.9691,673424.8824,"sub-334",5.02565238452871,4.61786694777852,0.431940812296501,-0.530710894046189,10.5074009569002,9.0581451322927
"sub-334","IDEAS","sub-334","ses-01","right","hemisphere","hemisphere","hemisphere",2.729894794,104118.0696,41605.4436,82848.09059,NA,43394.42259,110102.2202,88583.65373,44931.93657,46720.91556,NA,NA,299078.2733,1076531.56,777453.2866,299078.2733,668604.3042,"sub-334",5.01752610747946,4.61915015684731,0.436145910313404,-0.53833863342297,10.5089680849536,9.02799518244435
"sub-340","IDEAS","sub-340","ses-01","left","hemisphere","hemisphere","hemisphere",2.35782119,83127.1405,32873.20266,71014.32587,NA,34521.56207,88572.5168,76288.65887,35402.59454,37050.95395,NA,NA,202047.9033,836328.0539,634280.1506,202047.9033,493639.6446,"sub-340",4.91974284141335,4.51684201712724,0.372510866433014,-0.540054246779188,10.1816065914066,9.0909468760169
"sub-340","IDEAS","sub-340","ses-01","right","hemisphere","hemisphere","hemisphere",2.357536381,82374.16875,32173.77173,69708.9626,NA,33676.65255,87339.16649,74548.72562,34574.965,36077.84582,NA,NA,201626.3341,795626.5496,594000.2155,201626.3341,472426.7628,"sub-340",4.91579104509391,4.50750197621154,0.372458403401151,-0.532357223469936,10.1682098281077,9.07825023449433
"sub-346","IDEAS","sub-346","ses-01","left","hemisphere","hemisphere","hemisphere",2.651721368,119421.7032,42462.36703,97402.99745,NA,44223.31226,125104.971,102807.4476,45001.33457,46762.2798,NA,NA,326433.3547,1289591.694,963158.3396,326433.3547,699807.9061,"sub-346",5.07708326082572,4.62800419989627,0.423527888248049,-0.496158044920596,10.5521432372181,9.18075254404457
"sub-346","IDEAS","sub-346","ses-01","right","hemisphere","hemisphere","hemisphere",2.574103645,122714.3308,42720.42296,99062.03792,NA,44757.23559,128214.5193,104300.0726,45216.26711,47253.07974,NA,NA,348462.5927,1389426.524,1040963.931,348462.5927,727131.7323,"sub-346",5.08889528337847,4.6306355438399,0.410626029571228,-0.494086131635792,10.5407828863608,9.2585024498771
"sub-348","IDEAS","sub-348","ses-01","left","hemisphere","hemisphere","hemisphere",2.437939247,107754.5959,37066.52858,85797.51767,NA,39049.21823,112389.1668,90201.23442,39274.69385,41257.3835,NA,NA,312797.5479,1170572.364,857774.8165,312797.5479,587072.0769,"sub-348",5.03243580255846,4.5689819146202,0.387022878878176,-0.485280151277698,10.375463474935,9.23378718485104
"sub-348","IDEAS","sub-348","ses-01","right","hemisphere","hemisphere","hemisphere",2.385086382,111005.6591,38432.91148,86744.23614,NA,41037.58228,115903.5247,91401.31223,40473.84263,43078.51343,NA,NA,320291.1644,1194328.752,874037.588,320291.1644,611233.0687,"sub-348",5.04534511980696,4.58470328563019,0.377504112745765,-0.496781930857891,10.3850566309287,9.30777663657715
"sub-349","IDEAS","sub-349","ses-01","right","hemisphere","hemisphere","hemisphere",2.526572016,103642.9094,38997.30953,85016.49978,NA,41076.41039,108654.1203,89863.4121,41315.4136,43394.51446,NA,NA,265538.6517,1043207.69,777669.0381,265538.6517,602298.1302,"sub-349",5.01553959573246,4.59103464557572,0.402531681638435,-0.521987870417977,10.411637604585,9.15519281040752
"sub-349","IDEAS","sub-349","ses-01","left","hemisphere","hemisphere","hemisphere",2.56982796,102853.2873,38417.10064,83885.49295,NA,40209.60196,108214.8458,89102.67608,40660.95278,42453.4541,NA,NA,272058.9825,1066443.107,794384.125,272058.9825,600611.4833,"sub-349",5.01221817676419,4.5845245853158,0.409904049975814,-0.513485529892656,10.4165508620316,9.11215247924198
"sub-354","IDEAS","sub-354","ses-01","left","hemisphere","hemisphere","hemisphere",2.488207057,99412.26678,35278.89768,79698.47189,NA,36813.95517,104413.3696,84526.24632,37837.41839,39372.47588,NA,NA,284377.1701,1147765.141,863387.9706,284377.1701,562255.934,"sub-354",4.9974399766123,4.54751500676102,0.395886517486192,-0.489010523095878,10.3367280183457,9.12530689130135
"sub-354","IDEAS","sub-354","ses-01","right","hemisphere","hemisphere","hemisphere",2.428865558,104409.6418,36387.45229,83773.54517,NA,37963.28682,109738.9608,88908.26565,38841.21712,40417.05165,NA,NA,292405.7867,1198692.181,906286.3945,292405.7867,583320.0533,"sub-354",5.0187406058232,4.56095164901497,0.385403476503513,-0.489747217193754,10.3504992078452,9.21450900123021
"sub-356","IDEAS","sub-356","ses-01","left","hemisphere","hemisphere","hemisphere",2.5715716,87233.66013,34432.85044,71568.69288,NA,36649.94085,92404.62561,76570.64832,36710.37895,38927.46936,NA,NA,223722.9991,889158.0769,665435.0778,223722.9991,504497.0751,"sub-356",4.94068409488686,4.53697297620807,0.410198620841439,-0.525432814952513,10.2980543127778,8.96786208069987
"sub-356","IDEAS","sub-356","ses-01","right","hemisphere","hemisphere","hemisphere",2.57408764,86866.3725,34318.27119,70934.58679,NA,36410.42555,91651.5159,75527.96465,36551.06722,38643.22158,NA,NA,227106.6185,823394.1095,596287.4909,227106.6185,489248.3675,"sub-356",4.93885168595265,4.53552540180038,0.410623329250748,-0.525243401672449,10.2956237462545,8.96211659865089
"sub-364","IDEAS","sub-364","ses-01","left","hemisphere","hemisphere","hemisphere",2.536940046,107497.3318,39199.94278,87423.44861,NA,41331.34547,112396.88,92102.42754,41528.90279,43660.30548,NA,NA,293755.0667,1168238.716,874483.6493,293755.0667,614615.2082,"sub-364",5.03139768472681,4.593285433083,0.404310203918998,-0.50805400466744,10.4333035256478,9.17266468426697
"sub-364","IDEAS","sub-364","ses-01","right","hemisphere","hemisphere","hemisphere",2.503403368,110347.6478,39665.24852,88892.4282,NA,41383.1714,115544.3765,93916.86202,42017.62988,43735.55277,NA,NA,298221.1924,1184327.249,886106.0568,298221.1924,633145.1286,"sub-364",5.04276308005891,4.59841017967417,0.39853083218217,-0.505984228442721,10.4382349240974,9.21956351002422
"sub-366","IDEAS","sub-366","ses-01","left","hemisphere","hemisphere","hemisphere",2.725938213,114169.0336,42932.32895,93495.54264,NA,45028.00484,119728.5181,98883.02019,45938.34771,48034.02359,NA,NA,331956.324,1302169.171,970212.8465,331956.324,733004.3754,"sub-366",5.05754832492277,4.63278444829074,0.435516007750576,-0.515674231565367,10.5613647887147,9.10108878872461
"sub-366","IDEAS","sub-366","ses-01","right","hemisphere","hemisphere","hemisphere",2.712655426,110974.6462,42338.58334,89890.59856,NA,44449.91252,116701.1024,95382.58423,45282.50642,47393.83561,NA,NA,311313.0869,1109936.598,798623.5114,311313.0869,673267.8113,"sub-366",5.0452237691186,4.62673632232029,0.433394631177444,-0.521499318193039,10.5387493537938,9.08761205511962
"sub-368","IDEAS","sub-368","ses-01","left","hemisphere","hemisphere","hemisphere",2.507236483,86966.61759,33958.8977,72404.28409,NA,36166.2872,91682.11358,76993.48361,36350.4863,38557.8758,NA,NA,211598.7194,841389.2116,629790.4922,211598.7194,498291.3467,"sub-368",4.93935257930124,4.53095358467625,0.399195298624478,-0.52474175223183,10.2686967612264,9.01086521364889
"sub-368","IDEAS","sub-368","ses-01","right","hemisphere","hemisphere","hemisphere",2.559479353,90836.24019,35816.39637,75934.12138,NA,37445.15953,95901.19618,80836.38874,38172.55936,39801.32252,NA,NA,221077.4811,906364.3603,685286.8792,221077.4811,551415.8909,"sub-368",4.95825915000247,4.55408188761705,0.408151630501097,-0.530267394268293,10.3286442986217,9.01626780346155
"sub-372","IDEAS","sub-372","ses-01","right","hemisphere","hemisphere","hemisphere",2.508204251,84825.54323,34862.94692,68185.31185,NA,36592.83282,89903.76629,73082.44924,37000.30998,38730.19588,NA,NA,212561.1362,829799.6213,617238.4851,212561.1362,515973.3727,"sub-372",4.92852664958489,4.54236409467879,0.399362899571102,-0.549747018978041,10.2696165434059,9.00242999731647
"sub-372","IDEAS","sub-372","ses-01","left","hemisphere","hemisphere","hemisphere",2.501630435,83226.09351,34030.11799,65862.06753,NA,35743.16261,88046.8677,70532.97834,36320.93271,38033.97733,NA,NA,216560.9003,754054.9605,537494.0602,216560.9003,487092.7658,"sub-372",4.92025951007369,4.53186345489414,0.398223151922178,-0.545458232582891,10.2485692688122,8.98728267263134
"sub-374","IDEAS","sub-374","ses-01","right","hemisphere","hemisphere","hemisphere",2.462260099,117419.0039,41539.99712,93006.00523,NA,43471.42957,123083.4974,98424.15759,44285.24814,46216.6806,NA,NA,337795.3611,1287829.063,950033.7016,337795.3611,686901.0979,"sub-374",5.06973839180925,4.61846646208911,0.391333927390602,-0.507677722106842,10.4708727086796,9.30745476102299
"sub-374","IDEAS","sub-374","ses-01","left","hemisphere","hemisphere","hemisphere",2.520893834,116530.6935,41445.83598,93713.4741,NA,43192.99701,122445.078,99398.75642,44317.6744,46064.83542,NA,NA,316640.0354,1272369.57,955729.5347,316640.0354,681401.3795,"sub-374",5.06644033104446,4.61748090396349,0.401554555998206,-0.504633520910805,10.4870303470044,9.25577567254738
"sub-375","IDEAS","sub-375","ses-01","right","hemisphere","hemisphere","hemisphere",2.552929345,101153.2572,37400.96065,80115.39801,NA,39269.35181,106980.422,85800.68979,39980.05864,41848.4498,NA,NA,265645.867,920778.5352,655132.6682,265645.867,566035.8627,"sub-375",5.00497987189388,4.57288275727096,0.407038795414812,-0.507604176987413,10.3919402199945,9.10545729642739
"sub-375","IDEAS","sub-375","ses-01","left","hemisphere","hemisphere","hemisphere",2.54853564,100151.2364,37785.55858,81401.57423,NA,40053.04721,105384.1415,86538.51859,40524.51765,42792.00628,NA,NA,254195.4794,990179.4512,735983.9718,254195.4794,584582.8845,"sub-375",5.00065631517111,4.57732584673161,0.406290711358946,-0.517855637563922,10.3905635846206,9.10567065669012
"sub-376","IDEAS","sub-376","ses-01","right","hemisphere","hemisphere","hemisphere",2.648340682,85639.9936,33454.9004,67547.37434,NA,35167.19807,90592.4041,72341.46617,35773.14543,37485.4431,NA,NA,234860.6916,834167.2348,599306.5432,234860.6916,498056.658,"sub-376",4.93267662616695,4.52445974126089,0.42297385191409,-0.511411124452118,10.303084071256,8.88897741158269
"sub-376","IDEAS","sub-376","ses-01","left","hemisphere","hemisphere","hemisphere",2.681301679,86706.40006,33409.74037,68964.06448,NA,35048.75524,91703.03505,73755.94201,35793.57285,37432.58773,NA,NA,244985.6508,818405.9478,573420.2971,244985.6508,480816.8168,"sub-376",4.93805115524042,4.52387310071103,0.428345680135136,-0.502617380580795,10.3186156162217,8.8724259977858
"sub-378","IDEAS","sub-378","ses-01","right","hemisphere","hemisphere","hemisphere",2.840590937,99440.88191,37310.06066,79250.41691,NA,39320.76807,103935.7223,83524.85095,39186.64661,41197.35403,NA,NA,291268.5051,988469.2803,697200.7753,291268.5051,573369.726,"sub-378",4.99756496727225,4.57182595513254,0.453408697082784,-0.490513128102041,10.4762083165704,8.88487778038525
"sub-378","IDEAS","sub-378","ses-01","left","hemisphere","hemisphere","hemisphere",2.858778214,96820.93123,36497.14036,77743.37188,NA,38517.27638,101117.5414,81863.32806,38372.58911,40392.72513,NA,NA,286883.7858,1058281.684,771397.8982,286883.7858,596052.4655,"sub-378",4.98596925539747,4.56225883775716,0.456180463797244,-0.48876405990036,10.4605890207491,8.84783592432648
"sub-038","IDEAS","sub-038","ses-01","right","hemisphere","hemisphere","hemisphere",2.42867636,113499.7858,39806.95646,89958.86856,NA,41969.91943,118177.1013,94395.93413,41950.90351,44113.86648,NA,NA,317670.4885,1208651.475,890980.9866,317670.4885,631870.183,"sub-038",5.05499504191711,4.59995897378715,0.385369645545874,-0.502268852543889,10.425693306796,9.29829838825959
"sub-038","IDEAS","sub-038","ses-01","left","hemisphere","hemisphere","hemisphere",2.512496132,114336.4018,40532.70311,93925.59518,NA,42558.1315,119230.5823,98593.66538,42726.8298,44752.25819,NA,NA,296553.8322,1247011.48,950457.6481,296553.8322,643962.105,"sub-038",5.05818452071896,4.60780556763538,0.400105401830595,-0.501519737909966,10.4662008920155,9.2426566485673
"sub-380","IDEAS","sub-380","ses-01","left","hemisphere","hemisphere","hemisphere",2.503479526,93063.90528,37684.79131,78012.32814,NA,39403.57619,98850.84084,83603.91238,40104.41682,41823.20169,NA,NA,221833.7507,939035.9383,717202.1876,221833.7507,577787.9917,"sub-380",4.96878127306258,4.57616611458814,0.398544043994732,-0.55215434817522,10.3420354756402,9.09184829755868
"sub-380","IDEAS","sub-380","ses-01","right","hemisphere","hemisphere","hemisphere",2.472618294,93610.0968,37680.84764,77718.31038,NA,39376.21848,98840.97796,82799.84926,40154.45822,41849.82906,NA,NA,223400.0545,930536.912,707136.8575,223400.0545,582751.0735,"sub-380",4.97132269433676,4.57612066379266,0.393157078106429,-0.55224959635085,10.3337575143423,9.1198676878707
"sub-382","IDEAS","sub-382","ses-01","left","hemisphere","hemisphere","hemisphere",2.592691371,100998.937,38341.97358,81916.21019,NA,40361.80909,106100.6162,86859.97794,40524.01807,42543.85358,NA,NA,272187.7362,1039152.453,766964.7167,272187.7362,598635.0982,"sub-382",5.00431680291667,4.58367446359797,0.413750822265292,-0.518400865448145,10.4154929110452,9.08235235187966
"sub-382","IDEAS","sub-382","ses-01","right","hemisphere","hemisphere","hemisphere",2.645496264,96987.43619,37359.07842,78649.0737,NA,39101.9794,101764.4329,83268.62511,39573.54446,41316.44543,NA,NA,260654.1137,959390.1043,698735.9906,260654.1137,567000.9262,"sub-382",4.98671547914509,4.57239615444122,0.422507152552888,-0.517526137629982,10.4041259386921,9.00808814806056
"sub-385","IDEAS","sub-385","ses-01","right","hemisphere","hemisphere","hemisphere",2.492687933,82332.05542,34176.0831,67725.92663,NA,35994.20042,87781.10334,72996.53254,37080.2666,38898.38392,NA,NA,205427.9022,822242.9258,616815.0235,205427.9022,512914.3583,"sub-385",4.91556895770985,4.53372228701161,0.396667911291833,-0.553249945408751,10.2426270673051,8.98863955101023
"sub-385","IDEAS","sub-385","ses-01","left","hemisphere","hemisphere","hemisphere",2.543430283,85718.90204,35749.89013,71593.28776,NA,37511.48264,91367.71427,77120.6088,38747.99051,40509.58302,NA,NA,207766.7421,880170.5411,672403.7989,207766.7421,540148.7034,"sub-385",4.93307659959537,4.55327471142359,0.405419837849679,-0.555806870759273,10.2971909867183,8.99018166263719
"sub-387","IDEAS","sub-387","ses-01","left","hemisphere","hemisphere","hemisphere",2.48010878,107204.9127,40007.43215,86834.10405,NA,42053.25816,112567.5325,92014.4359,42629.40847,44675.23449,NA,NA,289335.2435,1154587.771,865252.5274,289335.2435,635999.3622,"sub-387",5.03021468749868,4.60214067737565,0.394470729825278,-0.525225794308243,10.4212968245249,9.22180925506601
